Team,Year,totalWins,totalLosses,BowlAppearances,BowlWins,All_Time_Win_Pct
nebraska,1932.0,209.0,56.0,0,0,0.7886792452830189
nebraska,1933.0,217.0,57.0,0,0,0.791970802919708
nebraska,1934.0,223.0,60.0,0,0,0.7879858657243817
nebraska,1935.0,229.0,62.0,0,0,0.7869415807560137
nebraska,1936.0,236.0,64.0,0,0,0.7866666666666666
nebraska,1937.0,242.0,65.0,0,0,0.7882736156351792
nebraska,1938.0,245.0,70.0,0,0,0.7777777777777778
nebraska,1939.0,252.0,71.0,0,0,0.7801857585139319
nebraska,1940.0,260.0,73.0,1,0,0.7807807807807807
nebraska,1941.0,264.0,78.0,1,0,0.7719298245614035
nebraska,1942.0,267.0,85.0,1,0,0.7585227272727273
nebraska,1943.0,269.0,91.0,1,0,0.7472222222222222
nebraska,1944.0,271.0,97.0,1,0,0.7364130434782609
nebraska,1945.0,275.0,102.0,1,0,0.7294429708222812
nebraska,1946.0,278.0,108.0,1,0,0.7202072538860104
nebraska,1947.0,280.0,115.0,1,0,0.7088607594936709
nebraska,1948.0,282.0,123.0,1,0,0.6962962962962963
nebraska,1949.0,286.0,128.0,1,0,0.6908212560386473
nebraska,1950.0,292.0,130.0,1,0,0.6919431279620853
nebraska,1951.0,293.0,138.0,1,0,0.679814385150812
nebraska,1952.0,298.0,142.0,1,0,0.6772727272727272
nebraska,1953.0,301.0,148.0,1,0,0.6703786191536748
nebraska,1954.0,307.0,153.0,2,0,0.6673913043478261
nebraska,1955.0,312.0,158.0,2,0,0.6638297872340425
nebraska,1956.0,316.0,164.0,2,0,0.6583333333333333
nebraska,1957.0,317.0,173.0,2,0,0.6469387755102041
nebraska,1958.0,320.0,180.0,2,0,0.64
nebraska,1959.0,324.0,186.0,2,0,0.6352941176470588
nebraska,1960.0,328.0,192.0,2,0,0.6307692307692307
nebraska,1961.0,331.0,198.0,2,0,0.6257088846880907
nebraska,1962.0,340.0,200.0,3,1,0.6296296296296297
nebraska,1963.0,350.0,201.0,4,2,0.6352087114337568
nebraska,1964.0,359.0,203.0,5,2,0.6387900355871886
nebraska,1965.0,369.0,204.0,6,2,0.643979057591623
nebraska,1966.0,378.0,206.0,7,2,0.6472602739726028
nebraska,1967.0,384.0,210.0,7,2,0.6464646464646465
nebraska,1968.0,390.0,214.0,7,2,0.6456953642384106
nebraska,1969.0,399.0,216.0,8,3,0.6487804878048781
nebraska,1970.0,410.0,216.0,9,4,0.6549520766773163
nebraska,1971.0,423.0,216.0,10,5,0.6619718309859155
nebraska,1972.0,432.0,218.0,11,6,0.6646153846153846
nebraska,1973.0,441.0,220.0,12,7,0.6671709531013615
nebraska,1974.0,450.0,223.0,13,8,0.6686478454680534
nebraska,1975.0,460.0,225.0,14,8,0.6715328467153284
nebraska,1976.0,469.0,228.0,15,9,0.672883787661406
nebraska,1977.0,478.0,231.0,16,10,0.6741889985895627
nebraska,1978.0,487.0,234.0,17,10,0.6754507628294036
nebraska,1979.0,497.0,236.0,18,10,0.6780354706684857
nebraska,1980.0,507.0,238.0,19,11,0.6805369127516778
nebraska,1981.0,516.0,241.0,20,11,0.6816380449141347
nebraska,1982.0,528.0,242.0,21,12,0.6857142857142857
nebraska,1983.0,540.0,243.0,22,12,0.6896551724137931
nebraska,1984.0,550.0,245.0,23,13,0.6918238993710691
nebraska,1985.0,559.0,248.0,24,13,0.6926889714993805
nebraska,1986.0,569.0,250.0,25,14,0.6947496947496947
nebraska,1987.0,579.0,252.0,26,14,0.6967509025270758
nebraska,1988.0,590.0,254.0,27,14,0.6990521327014217
nebraska,1989.0,600.0,256.0,28,14,0.7009345794392523
nebraska,1990.0,609.0,259.0,29,14,0.7016129032258065
nebraska,1991.0,618.0,261.0,30,14,0.7030716723549488
nebraska,1992.0,627.0,264.0,31,14,0.7037037037037037
nebraska,1993.0,638.0,265.0,32,14,0.7065337763012182
nebraska,1994.0,651.0,265.0,33,15,0.7106986899563319
nebraska,1995.0,663.0,265.0,34,16,0.7144396551724138
nebraska,1996.0,674.0,267.0,35,17,0.7162592986184909
nebraska,1997.0,687.0,267.0,36,18,0.720125786163522
nebraska,1998.0,696.0,271.0,37,18,0.7197518097207859
nebraska,1999.0,708.0,272.0,38,19,0.7224489795918367
nebraska,2e3,718.0,274.0,39,20,0.7237903225806451
nebraska,2001.0,729.0,276.0,40,20,0.7253731343283583
nebraska,2002.0,736.0,283.0,41,20,0.7222767419038273
nebraska,2003.0,746.0,286.0,42,21,0.7228682170542635
nebraska,2004.0,751.0,292.0,42,21,0.7200383509108341
nebraska,2005.0,759.0,296.0,43,22,0.7194312796208531
nebraska,2006.0,768.0,301.0,44,22,0.7184284377923292
nebraska,2007.0,773.0,308.0,44,22,0.7150786308973173
nebraska,2008.0,782.0,312.0,45,23,0.7148080438756855
nebraska,2009.0,792.0,316.0,46,24,0.7148014440433214
nebraska,2010.0,802.0,320.0,47,24,0.714795008912656
nebraska,2011.0,811.0,324.0,48,24,0.7145374449339207
nebraska,2012.0,821.0,328.0,49,24,0.7145343777197564
nebraska,2013.0,830.0,332.0,50,25,0.7142857142857143
nebraska,2014.0,839.0,336.0,51,25,0.7140425531914893
nebraska,2015.0,845.0,343.0,52,26,0.7112794612794613
nebraska,2016.0,854.0,347.0,53,26,0.7110741049125728
north-carolina,1902.0,5.0,1.0,0,0,0.8333333333333334
north-carolina,1903.0,11.0,4.0,0,0,0.7333333333333333
north-carolina,1904.0,16.0,6.0,0,0,0.7272727272727273
north-carolina,1905.0,20.0,9.0,0,0,0.6896551724137931
north-carolina,1906.0,21.0,13.0,0,0,0.6176470588235294
north-carolina,1907.0,25.0,17.0,0,0,0.5952380952380952
north-carolina,1908.0,28.0,20.0,0,0,0.5833333333333334
north-carolina,1909.0,33.0,22.0,0,0,0.6
north-carolina,1910.0,36.0,28.0,0,0,0.5625
north-carolina,1911.0,42.0,29.0,0,0,0.5915492957746479
north-carolina,1912.0,45.0,33.0,0,0,0.5769230769230769
north-carolina,1913.0,50.0,37.0,0,0,0.5747126436781609
north-carolina,1914.0,60.0,38.0,0,0,0.6122448979591837
north-carolina,1915.0,64.0,41.0,0,0,0.6095238095238096
north-carolina,1916.0,69.0,45.0,0,0,0.6052631578947368
north-carolina,1919.0,73.0,48.0,0,0,0.6033057851239669
north-carolina,1920.0,75.0,54.0,0,0,0.5813953488372093
north-carolina,1921.0,80.0,56.0,0,0,0.5882352941176471
north-carolina,1922.0,89.0,57.0,0,0,0.6095890410958904
north-carolina,1923.0,94.0,60.0,0,0,0.6103896103896104
north-carolina,1924.0,98.0,65.0,0,0,0.6012269938650306
north-carolina,1925.0,105.0,66.0,0,0,0.6140350877192983
north-carolina,1926.0,109.0,71.0,0,0,0.6055555555555555
north-carolina,1927.0,113.0,77.0,0,0,0.5947368421052631
north-carolina,1928.0,118.0,80.0,0,0,0.5959595959595959
north-carolina,1929.0,127.0,81.0,0,0,0.6105769230769231
north-carolina,1930.0,132.0,84.0,0,0,0.6111111111111112
north-carolina,1931.0,136.0,87.0,0,0,0.6098654708520179
north-carolina,1932.0,139.0,92.0,0,0,0.6017316017316018
north-carolina,1933.0,143.0,97.0,0,0,0.5958333333333333
north-carolina,1934.0,150.0,98.0,0,0,0.6048387096774194
north-carolina,1935.0,158.0,99.0,0,0,0.6147859922178989
north-carolina,1936.0,166.0,101.0,0,0,0.6217228464419475
north-carolina,1937.0,173.0,102.0,0,0,0.6290909090909091
north-carolina,1938.0,179.0,104.0,0,0,0.6325088339222615
north-carolina,1939.0,187.0,105.0,0,0,0.6404109589041096
north-carolina,1940.0,193.0,109.0,0,0,0.6390728476821192
north-carolina,1941.0,196.0,116.0,0,0,0.6282051282051282
north-carolina,1942.0,201.0,118.0,0,0,0.6300940438871473
north-carolina,1943.0,207.0,121.0,0,0,0.6310975609756098
north-carolina,1944.0,208.0,128.0,0,0,0.6190476190476191
north-carolina,1945.0,213.0,133.0,0,0,0.615606936416185
north-carolina,1946.0,221.0,135.0,1,0,0.6207865168539326
north-carolina,1947.0,229.0,137.0,1,0,0.6256830601092896
north-carolina,1948.0,238.0,138.0,2,0,0.6329787234042553
north-carolina,1949.0,245.0,142.0,3,0,0.6330749354005168
north-carolina,1950.0,248.0,147.0,3,0,0.6278481012658228
north-carolina,1951.0,250.0,155.0,3,0,0.6172839506172839
north-carolina,1952.0,252.0,161.0,3,0,0.6101694915254238
north-carolina,1953.0,256.0,167.0,3,0,0.6052009456264775
north-carolina,1954.0,260.0,172.0,3,0,0.6018518518518519
north-carolina,1955.0,263.0,179.0,3,0,0.5950226244343891
north-carolina,1956.0,265.0,186.0,3,0,0.5875831485587583
north-carolina,1957.0,271.0,190.0,3,0,0.5878524945770065
north-carolina,1958.0,277.0,194.0,3,0,0.5881104033970276
north-carolina,1959.0,282.0,199.0,3,0,0.5862785862785863
north-carolina,1960.0,285.0,206.0,3,0,0.5804480651731161
north-carolina,1961.0,290.0,211.0,3,0,0.5788423153692615
north-carolina,1962.0,293.0,218.0,3,0,0.5733855185909981
north-carolina,1963.0,302.0,220.0,4,1,0.578544061302682
north-carolina,1964.0,307.0,225.0,4,1,0.5770676691729323
north-carolina,1965.0,311.0,231.0,4,1,0.5738007380073801
north-carolina,1966.0,313.0,239.0,4,1,0.5670289855072463
north-carolina,1967.0,315.0,247.0,4,1,0.5604982206405694
north-carolina,1968.0,318.0,254.0,4,1,0.5559440559440559
north-carolina,1969.0,323.0,259.0,4,1,0.5549828178694158
north-carolina,1970.0,331.0,263.0,5,1,0.5572390572390572
north-carolina,1971.0,340.0,266.0,6,1,0.5610561056105611
north-carolina,1972.0,351.0,267.0,7,2,0.5679611650485437
north-carolina,1973.0,355.0,274.0,7,2,0.5643879173290938
north-carolina,1974.0,362.0,279.0,8,2,0.5647425897035881
north-carolina,1975.0,365.0,286.0,8,2,0.5606758832565284
north-carolina,1976.0,374.0,289.0,9,2,0.5641025641025641
north-carolina,1977.0,382.0,292.0,10,2,0.5667655786350149
north-carolina,1978.0,387.0,298.0,10,2,0.564963503649635
north-carolina,1979.0,395.0,301.0,11,3,0.5675287356321839
north-carolina,1980.0,406.0,302.0,12,4,0.5734463276836158
north-carolina,1981.0,416.0,304.0,13,5,0.5777777777777777
north-carolina,1982.0,424.0,308.0,14,6,0.5792349726775956
north-carolina,1983.0,432.0,312.0,15,6,0.5806451612903226
north-carolina,1984.0,437.0,317.0,15,6,0.5795755968169761
north-carolina,1985.0,442.0,323.0,15,6,0.5777777777777777
north-carolina,1986.0,449.0,327.0,16,6,0.5786082474226805
north-carolina,1987.0,454.0,333.0,16,6,0.576874205844981
north-carolina,1988.0,455.0,343.0,16,6,0.5701754385964912
north-carolina,1989.0,456.0,353.0,16,6,0.5636588380716935
north-carolina,1990.0,462.0,357.0,16,6,0.5641025641025641
north-carolina,1991.0,469.0,361.0,16,6,0.5650602409638554
north-carolina,1992.0,478.0,364.0,17,7,0.5676959619952494
north-carolina,1993.0,488.0,367.0,18,7,0.5707602339181287
north-carolina,1994.0,496.0,371.0,19,7,0.5720876585928489
north-carolina,1995.0,503.0,376.0,20,8,0.5722411831626849
north-carolina,1996.0,513.0,378.0,21,9,0.5757575757575758
north-carolina,1997.0,524.0,379.0,22,10,0.5802879291251384
north-carolina,1998.0,531.0,384.0,23,11,0.580327868852459
north-carolina,1999.0,534.0,392.0,23,11,0.5766738660907127
north-carolina,2e3,540.0,397.0,23,11,0.576307363927428
north-carolina,2001.0,548.0,402.0,24,12,0.5768421052631579
north-carolina,2002.0,551.0,411.0,24,12,0.5727650727650727
north-carolina,2003.0,553.0,421.0,24,12,0.5677618069815195
north-carolina,2004.0,559.0,427.0,25,12,0.5669371196754563
north-carolina,2005.0,564.0,433.0,25,12,0.5656970912738215
north-carolina,2006.0,567.0,442.0,25,12,0.5619425173439049
north-carolina,2007.0,571.0,450.0,25,12,0.5592556317335945
north-carolina,2008.0,579.0,455.0,26,12,0.5599613152804642
north-carolina,2009.0,587.0,460.0,27,12,0.5606494746895893
north-carolina,2010.0,595.0,465.0,28,13,0.5613207547169812
north-carolina,2011.0,602.0,471.0,29,13,0.5610438024231128
north-carolina,2012.0,610.0,475.0,29,13,0.5622119815668203
north-carolina,2013.0,617.0,481.0,30,14,0.5619307832422586
north-carolina,2014.0,623.0,488.0,31,14,0.5607560756075608
north-carolina,2015.0,634.0,491.0,32,14,0.5635555555555556
north-carolina,2016.0,642.0,496.0,33,14,0.5641476274165202
north-carolina-state,1902.0,3.0,4.0,0,0,0.42857142857142855
north-carolina-state,1904.0,6.0,5.0,0,0,0.5454545454545454
north-carolina-state,1908.0,12.0,6.0,0,0,0.6666666666666666
north-carolina-state,1909.0,18.0,7.0,0,0,0.72
north-carolina-state,1910.0,22.0,7.0,0,0,0.7586206896551724
north-carolina-state,1911.0,27.0,10.0,0,0,0.7297297297297297
north-carolina-state,1912.0,31.0,13.0,0,0,0.7045454545454546
north-carolina-state,1913.0,37.0,14.0,0,0,0.7254901960784313
north-carolina-state,1914.0,39.0,17.0,0,0,0.6964285714285714
north-carolina-state,1915.0,42.0,20.0,0,0,0.6774193548387096
north-carolina-state,1916.0,44.0,25.0,0,0,0.6376811594202898
north-carolina-state,1917.0,50.0,27.0,0,0,0.6493506493506493
north-carolina-state,1918.0,51.0,30.0,0,0,0.6296296296296297
north-carolina-state,1919.0,58.0,32.0,0,0,0.6444444444444445
north-carolina-state,1920.0,65.0,35.0,0,0,0.65
north-carolina-state,1921.0,68.0,38.0,0,0,0.6415094339622641
north-carolina-state,1922.0,72.0,44.0,0,0,0.6206896551724138
north-carolina-state,1923.0,75.0,51.0,0,0,0.5952380952380952
north-carolina-state,1924.0,77.0,57.0,0,0,0.5746268656716418
north-carolina-state,1925.0,80.0,62.0,0,0,0.5633802816901409
north-carolina-state,1926.0,84.0,68.0,0,0,0.5526315789473685
north-carolina-state,1927.0,93.0,69.0,0,0,0.5740740740740741
north-carolina-state,1928.0,97.0,74.0,0,0,0.5672514619883041
north-carolina-state,1929.0,98.0,82.0,0,0,0.5444444444444444
north-carolina-state,1930.0,100.0,90.0,0,0,0.5263157894736842
north-carolina-state,1931.0,103.0,96.0,0,0,0.5175879396984925
north-carolina-state,1932.0,109.0,97.0,0,0,0.529126213592233
north-carolina-state,1933.0,110.0,102.0,0,0,0.5188679245283019
north-carolina-state,1934.0,112.0,108.0,0,0,0.509090909090909
north-carolina-state,1935.0,118.0,112.0,0,0,0.5130434782608696
north-carolina-state,1936.0,121.0,119.0,0,0,0.5041666666666667
north-carolina-state,1937.0,126.0,122.0,0,0,0.5080645161290323
north-carolina-state,1938.0,129.0,129.0,0,0,0.5
north-carolina-state,1939.0,131.0,137.0,0,0,0.48880597014925375
north-carolina-state,1940.0,134.0,143.0,0,0,0.48375451263537905
north-carolina-state,1941.0,138.0,148.0,0,0,0.4825174825174825
north-carolina-state,1942.0,142.0,152.0,0,0,0.48299319727891155
north-carolina-state,1943.0,145.0,158.0,0,0,0.47854785478547857
north-carolina-state,1944.0,152.0,160.0,0,0,0.48717948717948717
north-carolina-state,1945.0,155.0,166.0,0,0,0.48286604361370716
north-carolina-state,1946.0,163.0,169.0,1,0,0.49096385542168675
north-carolina-state,1947.0,168.0,172.0,1,0,0.49411764705882355
north-carolina-state,1948.0,171.0,178.0,1,0,0.4899713467048711
north-carolina-state,1949.0,174.0,185.0,1,0,0.48467966573816157
north-carolina-state,1950.0,179.0,189.0,1,0,0.48641304347826086
north-carolina-state,1951.0,182.0,196.0,1,0,0.48148148148148145
north-carolina-state,1952.0,185.0,203.0,1,0,0.47680412371134023
north-carolina-state,1953.0,186.0,212.0,1,0,0.46733668341708545
north-carolina-state,1954.0,188.0,220.0,1,0,0.46078431372549017
north-carolina-state,1955.0,192.0,225.0,1,0,0.460431654676259
north-carolina-state,1956.0,195.0,232.0,1,0,0.4566744730679157
north-carolina-state,1957.0,202.0,233.0,1,0,0.46436781609195404
north-carolina-state,1958.0,204.0,240.0,1,0,0.4594594594594595
north-carolina-state,1959.0,205.0,249.0,1,0,0.45154185022026433
north-carolina-state,1960.0,211.0,252.0,1,0,0.4557235421166307
north-carolina-state,1961.0,215.0,258.0,1,0,0.45454545454545453
north-carolina-state,1962.0,218.0,264.0,1,0,0.45228215767634855
north-carolina-state,1963.0,226.0,267.0,2,0,0.45841784989858014
north-carolina-state,1964.0,231.0,272.0,2,0,0.4592445328031809
north-carolina-state,1965.0,237.0,276.0,2,0,0.4619883040935672
north-carolina-state,1966.0,242.0,281.0,2,0,0.4627151051625239
north-carolina-state,1967.0,251.0,283.0,3,1,0.4700374531835206
north-carolina-state,1968.0,257.0,287.0,3,1,0.4724264705882353
north-carolina-state,1969.0,260.0,293.0,3,1,0.4701627486437613
north-carolina-state,1970.0,263.0,300.0,3,1,0.46714031971580816
north-carolina-state,1971.0,266.0,308.0,3,1,0.4634146341463415
north-carolina-state,1972.0,274.0,311.0,4,2,0.4683760683760684
north-carolina-state,1973.0,283.0,314.0,5,3,0.474036850921273
north-carolina-state,1974.0,292.0,316.0,6,3,0.48026315789473684
north-carolina-state,1975.0,299.0,320.0,7,3,0.48303715670436187
north-carolina-state,1976.0,302.0,327.0,7,3,0.48012718600953896
north-carolina-state,1977.0,310.0,331.0,8,4,0.4836193447737909
north-carolina-state,1978.0,319.0,334.0,9,5,0.4885145482388974
north-carolina-state,1979.0,326.0,338.0,9,5,0.49096385542168675
north-carolina-state,1980.0,332.0,343.0,9,5,0.4918518518518519
north-carolina-state,1981.0,336.0,350.0,9,5,0.4897959183673469
north-carolina-state,1982.0,342.0,355.0,9,5,0.49067431850789095
north-carolina-state,1983.0,345.0,363.0,9,5,0.4872881355932203
north-carolina-state,1984.0,348.0,371.0,9,5,0.48400556328233657
north-carolina-state,1985.0,351.0,379.0,9,5,0.4808219178082192
north-carolina-state,1986.0,359.0,382.0,10,5,0.4844804318488529
north-carolina-state,1987.0,363.0,389.0,10,5,0.48271276595744683
north-carolina-state,1988.0,371.0,392.0,11,6,0.48623853211009177
north-carolina-state,1989.0,378.0,397.0,12,6,0.48774193548387096
north-carolina-state,1990.0,385.0,402.0,13,7,0.4891994917407878
north-carolina-state,1991.0,394.0,405.0,14,7,0.493116395494368
north-carolina-state,1992.0,403.0,408.0,15,7,0.4969173859432799
north-carolina-state,1993.0,410.0,413.0,16,7,0.49817739975698666
north-carolina-state,1994.0,419.0,416.0,17,8,0.5017964071856288
north-carolina-state,1995.0,422.0,424.0,17,8,0.4988179669030733
north-carolina-state,1996.0,425.0,432.0,17,8,0.4959159859976663
north-carolina-state,1997.0,431.0,437.0,17,8,0.4965437788018433
north-carolina-state,1998.0,438.0,442.0,18,8,0.49772727272727274
north-carolina-state,1999.0,444.0,448.0,18,8,0.4977578475336323
north-carolina-state,2e3,452.0,452.0,19,9,0.5
north-carolina-state,2001.0,459.0,457.0,20,9,0.5010917030567685
north-carolina-state,2002.0,470.0,460.0,21,10,0.5053763440860215
north-carolina-state,2003.0,478.0,465.0,22,11,0.5068928950159067
north-carolina-state,2004.0,483.0,471.0,22,11,0.5062893081761006
north-carolina-state,2005.0,490.0,476.0,23,12,0.5072463768115942
north-carolina-state,2006.0,493.0,485.0,23,12,0.5040899795501023
north-carolina-state,2007.0,498.0,492.0,23,12,0.503030303030303
north-carolina-state,2008.0,504.0,499.0,24,12,0.5024925224327019
north-carolina-state,2009.0,509.0,506.0,24,12,0.5014778325123153
north-carolina-state,2010.0,518.0,510.0,25,13,0.5038910505836576
north-carolina-state,2011.0,526.0,515.0,26,14,0.505283381364073
north-carolina-state,2012.0,533.0,521.0,27,14,0.5056925996204934
north-carolina-state,2013.0,536.0,530.0,27,14,0.5028142589118199
north-carolina-state,2014.0,544.0,535.0,28,15,0.5041705282669138
north-carolina-state,2015.0,551.0,541.0,29,15,0.5045787545787546
north-carolina-state,2016.0,558.0,547.0,30,16,0.5049773755656108
northwestern,1892.0,6.0,4.0,0,0,0.6
northwestern,1893.0,8.0,9.0,0,0,0.47058823529411764
northwestern,1894.0,12.0,14.0,0,0,0.46153846153846156
northwestern,1895.0,18.0,19.0,0,0,0.4864864864864865
northwestern,1896.0,24.0,20.0,0,0,0.5454545454545454
northwestern,1897.0,29.0,23.0,0,0,0.5576923076923077
northwestern,1898.0,38.0,27.0,0,0,0.5846153846153846
northwestern,1899.0,45.0,33.0,0,0,0.5769230769230769
northwestern,1900.0,52.0,35.0,0,0,0.5977011494252874
northwestern,1901.0,60.0,37.0,0,0,0.6185567010309279
northwestern,1902.0,66.0,43.0,0,0,0.6055045871559633
northwestern,1903.0,76.0,44.0,0,0,0.6333333333333333
northwestern,1904.0,84.0,46.0,0,0,0.6461538461538462
northwestern,1905.0,92.0,48.0,0,0,0.6571428571428571
northwestern,1908.0,94.0,50.0,0,0,0.6527777777777778
northwestern,1909.0,95.0,53.0,0,0,0.6418918918918919
northwestern,1910.0,96.0,56.0,0,0,0.631578947368421
northwestern,1911.0,99.0,60.0,0,0,0.6226415094339622
northwestern,1912.0,101.0,63.0,0,0,0.6158536585365854
northwestern,1913.0,102.0,69.0,0,0,0.5964912280701754
northwestern,1914.0,103.0,75.0,0,0,0.5786516853932584
northwestern,1915.0,105.0,80.0,0,0,0.5675675675675675
northwestern,1916.0,111.0,81.0,0,0,0.578125
northwestern,1917.0,116.0,83.0,0,0,0.5829145728643216
northwestern,1918.0,118.0,85.0,0,0,0.5812807881773399
northwestern,1919.0,120.0,90.0,0,0,0.5714285714285714
northwestern,1920.0,123.0,94.0,0,0,0.5668202764976958
northwestern,1921.0,124.0,100.0,0,0,0.5535714285714286
northwestern,1922.0,127.0,103.0,0,0,0.5521739130434783
northwestern,1923.0,129.0,109.0,0,0,0.542016806722689
northwestern,1924.0,133.0,113.0,0,0,0.540650406504065
northwestern,1925.0,138.0,116.0,0,0,0.5433070866141733
northwestern,1926.0,145.0,117.0,0,0,0.5534351145038168
northwestern,1927.0,149.0,121.0,0,0,0.5518518518518518
northwestern,1928.0,154.0,124.0,0,0,0.5539568345323741
northwestern,1929.0,160.0,127.0,0,0,0.5574912891986062
northwestern,1930.0,167.0,128.0,0,0,0.5661016949152542
northwestern,1931.0,174.0,129.0,0,0,0.5742574257425742
northwestern,1932.0,177.0,133.0,0,0,0.5709677419354838
northwestern,1933.0,178.0,138.0,0,0,0.5632911392405063
northwestern,1934.0,181.0,143.0,0,0,0.558641975308642
northwestern,1935.0,185.0,146.0,0,0,0.5589123867069486
northwestern,1936.0,192.0,147.0,0,0,0.5663716814159292
northwestern,1937.0,196.0,151.0,0,0,0.5648414985590778
northwestern,1938.0,200.0,153.0,0,0,0.56657223796034
northwestern,1939.0,203.0,157.0,0,0,0.5638888888888889
northwestern,1940.0,209.0,159.0,0,0,0.5679347826086957
northwestern,1941.0,214.0,162.0,0,0,0.5691489361702128
northwestern,1942.0,215.0,171.0,0,0,0.5569948186528497
northwestern,1943.0,221.0,173.0,0,0,0.5609137055837563
northwestern,1944.0,222.0,180.0,0,0,0.5522388059701493
northwestern,1945.0,226.0,184.0,0,0,0.551219512195122
northwestern,1946.0,230.0,188.0,0,0,0.5502392344497608
northwestern,1947.0,233.0,194.0,0,0,0.5456674473067916
northwestern,1948.0,241.0,196.0,1,1,0.551487414187643
northwestern,1949.0,245.0,201.0,1,1,0.5493273542600897
northwestern,1950.0,251.0,204.0,1,1,0.5516483516483517
northwestern,1951.0,256.0,208.0,1,1,0.5517241379310345
northwestern,1952.0,258.0,214.0,1,1,0.5466101694915254
northwestern,1953.0,261.0,220.0,1,1,0.5426195426195426
northwestern,1954.0,263.0,227.0,1,1,0.536734693877551
northwestern,1955.0,263.0,235.0,1,1,0.5281124497991968
northwestern,1956.0,267.0,239.0,1,1,0.5276679841897233
northwestern,1957.0,267.0,248.0,1,1,0.5184466019417475
northwestern,1958.0,272.0,252.0,1,1,0.5190839694656488
northwestern,1959.0,278.0,255.0,1,1,0.5215759849906192
northwestern,1960.0,283.0,259.0,1,1,0.52214022140221406
northwestern,1961.0,287.0,264.0,1,1,0.5208711433756806
northwestern,1962.0,294.0,266.0,1,1,0.525
northwestern,1963.0,299.0,270.0,1,1,0.5254833040421792
northwestern,1964.0,302.0,276.0,1,1,0.5224913494809689
northwestern,1965.0,306.0,282.0,1,1,0.5204081632653061
northwestern,1966.0,309.0,288.0,1,1,0.5175879396984925
northwestern,1967.0,312.0,295.0,1,1,0.514003294892916
northwestern,1968.0,313.0,304.0,1,1,0.5072933549432739
northwestern,1969.0,316.0,311.0,1,1,0.5039872408293461
northwestern,1970.0,322.0,315.0,1,1,0.5054945054945055
northwestern,1971.0,329.0,319.0,1,1,0.5077160493827161
northwestern,1972.0,331.0,328.0,1,1,0.5022761760242792
northwestern,1973.0,335.0,335.0,1,1,0.5
northwestern,1974.0,338.0,343.0,1,1,0.49632892804698975
northwestern,1975.0,341.0,351.0,1,1,0.49277456647398843
northwestern,1976.0,342.0,361.0,1,1,0.4864864864864865
northwestern,1977.0,343.0,371.0,1,1,0.4803921568627451
northwestern,1978.0,343.0,381.0,1,1,0.47375690607734805
northwestern,1979.0,344.0,391.0,1,1,0.46802721088435373
northwestern,1980.0,344.0,402.0,1,1,0.46112600536193027
northwestern,1981.0,344.0,413.0,1,1,0.45442536327608984
northwestern,1982.0,347.0,421.0,1,1,0.4518229166666667
northwestern,1983.0,349.0,430.0,1,1,0.44801026957637996
northwestern,1984.0,351.0,439.0,1,1,0.4443037974683544
northwestern,1985.0,354.0,447.0,1,1,0.4419475655430712
northwestern,1986.0,358.0,454.0,1,1,0.4408866995073892
northwestern,1987.0,360.0,462.0,1,1,0.43795620437956206
northwestern,1988.0,362.0,470.0,1,1,0.43509615384615385
northwestern,1989.0,362.0,481.0,1,1,0.4294187425860024
northwestern,1990.0,364.0,490.0,1,1,0.4262295081967213
northwestern,1991.0,367.0,498.0,1,1,0.42427745664739885
northwestern,1992.0,370.0,506.0,1,1,0.4223744292237443
northwestern,1993.0,372.0,515.0,1,1,0.41939120631341603
northwestern,1994.0,375.0,522.0,1,1,0.4180602006688963
northwestern,1995.0,385.0,524.0,2,1,0.4235423542354235
northwestern,1996.0,394.0,527.0,3,1,0.42779587404994573
northwestern,1997.0,399.0,534.0,3,1,0.42765273311897106
northwestern,1998.0,402.0,543.0,3,1,0.4253968253968254
northwestern,1999.0,405.0,551.0,3,1,0.4236401673640167
northwestern,2e3,413.0,555.0,4,1,0.42665289256198347
northwestern,2001.0,417.0,562.0,4,1,0.42594484167517876
northwestern,2002.0,420.0,571.0,4,1,0.4238143289606458
northwestern,2003.0,426.0,578.0,5,1,0.4243027888446215
northwestern,2004.0,432.0,584.0,5,1,0.4251968503937008
northwestern,2005.0,439.0,589.0,6,1,0.4270428015564202
northwestern,2006.0,443.0,597.0,6,1,0.42596153846153845
northwestern,2007.0,449.0,603.0,6,1,0.4268060836501901
northwestern,2008.0,458.0,607.0,7,1,0.4300469483568075
northwestern,2009.0,466.0,612.0,8,1,0.4322820037105751
northwestern,2010.0,473.0,618.0,9,1,0.43354720439963335
northwestern,2011.0,479.0,625.0,10,1,0.4338768115942029
northwestern,2012.0,489.0,628.0,11,2,0.4377797672336616
northwestern,2013.0,494.0,635.0,11,2,0.437555358724535
northwestern,2014.0,499.0,642.0,11,2,0.43733567046450483
northwestern,2015.0,509.0,645.0,12,2,0.4410745233968804
northwestern,2016.0,516.0,651.0,13,3,0.442159383033419
ohio-state,1904.0,6.0,5.0,0,0,0.5454545454545454
ohio-state,1913.0,10.0,7.0,0,0,0.5882352941176471
ohio-state,1914.0,15.0,9.0,0,0,0.625
ohio-state,1915.0,20.0,10.0,0,0,0.6666666666666666
ohio-state,1916.0,27.0,10.0,0,0,0.7297297297297297
ohio-state,1917.0,35.0,10.0,0,0,0.7777777777777778
